Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Israel,ISR,"Population, total",SP.POP.TOTL,3278000,3377000,3455000,3533000,3613000,3690000,3786000,3878000,3956000,4031000,4105000,4159000,4233000,4299000,4369000,4442000,4518000,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9364000,..
Italy,ITA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9.57891E+11,1.01058E+12,9.89454E+11,1.05996E+12,1.0871E+12,1.12232E+12,1.1892E+12,1.22999E+12,1.24037E+12,1.2455E+12,1.26007E+12,1.30072E+12,1.33711E+12,1.37535E+12,1.41925E+12,1.47878E+12,1.52889E+12,1.55925E+12,1.58324E+12,1.59644E+12,1.58283E+12,1.61688E+12,1.66355E+12,1.68463E+12,1.71546E+12,1.74652E+12,1.77491E+12,1.84213E+12,1.87808E+12,1.88284E+12,1.88545E+12,1.9123E+12,1.92794E+12,1.96246E+12,1.99164E+12,1.97248E+12,1.86832E+12,1.90033E+12,1.91377E+12,1.85672E+12,1.82254E+12,1.82245E+12,1.83664E+12,1.86039E+12,1.89142E+12,1.90893E+12,1.91816E+12,1.74476E+12,1.86231E+12,..
Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295717,295717,..,..
Italy,ITA,"Population, total",SP.POP.TOTL,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,59729081,59438851,59109668,..
Jamaica,JAM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10224334277,9791920463,9766844113,9113027630,8876312300,8871545692,8777503642,8275943106,8494382321,8670150766,8835670742,8699394145,8443315684,8602268548,9277577152,9646296088,10338254264,10772516265,11293716321,11514569744,12598908587,12773200604,13073365331,13058496835,12909569918,12608189096,12740281799,12852231107,13025084563,13285233398,13772312247,13954619801,14079345905,14487523791,14694978473,14575693939,13942336039,13739175679,13976915114,13891147726,13963060254,14059380566,14188935948,14384065467,14527492301,14802050819,14934128283,13440715454,14058988365,..
Jamaica,JAM,Land area (sq. km),AG.LND.TOTL.K2,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,..,..
Jamaica,JAM,"Population, total",SP.POP.TOTL,1945320,1974880,2003094,2029486,2054927,2080485,2106937,2135546,2166657,2199606,2232782,2264095,2292030,2315871,2336245,2354805,2373365,2392030,2411867,2434574,2459062,2484182,2509372,2532894,2554954,2576567,2596271,2612205,2625405,2638244,2651027,2664024,2676863,2689660,2701221,2711373,2722401,2733896,2746169,2759817,2773129,2784543,2794445,2802695,2808376,2811835,2813773,2820436,2827695,..
Japan,JPN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.78967E+12,1.76775E+12,1.8224E+12,1.89484E+12,1.97803E+12,2.08231E+12,2.1965E+12,2.25839E+12,2.35461E+12,2.43184E+12,2.52012E+12,2.63128E+12,2.76705E+12,2.85819E+12,2.99107E+12,3.19032E+12,3.34747E+12,3.50952E+12,3.63317E+12,3.66589E+12,3.64906E+12,3.68859E+12,3.78564E+12,3.90427E+12,3.94258E+12,3.8925E+12,3.8795E+12,3.98676E+12,4.00215E+12,4.00383E+12,4.06529E+12,4.15416E+12,4.2291E+12,4.28714E+12,4.35076E+12,4.29749E+12,4.05283E+12,4.21891E+12,4.21991E+12,4.27793E+12,4.3637E+12,4.37663E+12,4.44493E+12,4.47844E+12,4.55347E+12,4.58006E+12,4.56905E+12,4.36313E+12,4.43543E+12,..
Japan,JPN,Land area (sq. km),AG.LND.TOTL.K2,366600,366600,366500,366500,366400,366400,366400,366300,366400,366200,366200,364700,364600,364700,364600,364600,364600,364600,364600,364600,364600,364600,364600,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,..,..
Japan,JPN,"Population, total",SP.POP.TOTL,108707000,110162000,111573000,112775000,113872000,114913000,115890000,116807000,117661000,118480000,119307000,120083000,120837000,121482000,122069000,122578000,123069000,123478000,123964000,124425000,124829000,125178000,125472000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,..
Jordan,JOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,5730509545,6206050657,7117071960,8597629982,9559261695,11201420250,11988425695,11722313988,12225399103,11894464009,12549210749,12840763346,13028517112,11630658942,11598569500,11785136025,13476276773,14080955841,14780987365,15697537821,16025148639,16555336783,17054012144,17632063081,18380669744,19349323142,20468450924,21320279757,23146833880,25032512632,27058387647,29270727423,31384186942,32960837541,33723826262,34646908033,35488605581,36414839525,37647146138,38587017944,39356512855,40330034976,41103997001,41896223941,41238673867,42157528600,..
Jordan,JOR,Land area (sq. km),AG.LND.TOTL.K2,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88794,88794,..,..
Jordan,JOR,"Population, total",SP.POP.TOTL,1767414,1827584,1886636,1945141,2005418,2069104,2138078,2216903,2306655,2406349,2514785,2629939,2751492,2879799,3014694,3157177,3310954,3480587,3666379,3866887,4075759,4278166,4458195,4608676,4733665,4844403,4950775,5056174,5163310,5275532,5396117,5532423,5678534,6075548,6473457,6632873,6780493,6931258,7109980,7211863,7694814,8658026,9494246,9964656,10215381,10459865,10698683,10928721,11148278,..
Kazakhstan,KAZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95326501600,84840586422,80344035343,72952384089,63760383695,58532032232,58824692394,59824712164,58688042634,60272619783,66179336524,75113546953,82474674554,90144819288,98798721941,1.08382E+11,1.19979E+11,1.30657E+11,1.34969E+11,1.36589E+11,1.4656E+11,1.57405E+11,1.6496E+11,1.74858E+11,1.82202E+11,1.84388E+11,1.86417E+11,1.9406E+11,2.02016E+11,2.11107E+11,2.05829E+11,2.1468E+11,..
Kazakhstan,KAZ,Land area (sq. km),AG.LND.TOTL.K2,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,..,..
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,12789985,12972497,13158942,13346173,13543521,13750291,13957795,14172710,14397391,14634179,14885966,15147590,15413315,15721289,16072478,16430590,16249500,16348000,16451711,16439095,16380672,16145766,15816243,15578227,15334405,15071640,14928374,14883626,14858335,14858948,14909019,15012984,15147029,15308085,15484192,15776938,16092822,16321872,16557202,16792090,17035551,17288285,17542806,17794055,18037776,18276452,18513673,18755666,19000988,..
Kenya,KEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14324715651,14907103776,15038614718,15362541141,16814884724,17977212546,19346217918,20428053821,21198915460,21518272512,21799957510,22182594065,23136570236,24797210380,26269447404,27898989515,29207549426,30431944786,30869661687,30622860607,30731019711,31540101240,32929826392,34295373364,34458242751,35591992583,36412526321,36630890563,38015503976,38223395382,39344287104,41352537463,43795093766,46629728714,49824205421,49939938453,51591422162,55748903298,58603863796,61281286575,63608656932,66801882117,70120413329,73074948913,75879534887,80165170352,84264944512,84054150946,90372800190,..
Kenya,KEN,Land area (sq. km),AG.LND.TOTL.K2,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,..,..
Kenya,KEN,"Population, total",SP.POP.TOTL,12760405,13203949,13651908,14102268,14577346,15087423,15620613,16187124,16785962,17411491,18069461,18753176,19452161,20160879,20882094,21626122,22387803,23162269,23918235,24655723,25391830,26133744,26878347,27615736,28364264,29137373,29965129,30851606,31800343,32779823,33767122,34791836,35843010,36925253,38036793,39186895,40364444,41517895,42635144,43725806,44792368,45831863,46851488,47894670,48948137,49953304,50951450,51985780,53005614,..
Kiribati,KIR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,135455605.6,196820724.9,207339650.8,151838491,144834743.9,146369403.2,129412516.2,108049444.4,108049444.4,109014171.6,106119990.1,108049444.4,103225808.5,104190535.7,105155262.9,114802534.7,110943626,109978898.8,109978898.8,110943626,111908353.2,113837807.5,113837807.5,115767261.9,117696716.3,125414533.7,123485079.4,131202896.8,129273442.5,134169625.8,136861504.1,134631537.2,141297995,141228341.7,144102264,141088456.3,142221142.4,140627895.5,143106569,150456729,156718097.8,155000015.2,170291037.5,169476711.3,169062071.5,177978659,177018273.1,176049976.4,178690724.1,..
Kiribati,KIR,Land area (sq. km),AG.LND.TOTL.K2,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,..,..
Kiribati,KIR,"Population, total",SP.POP.TOTL,60598,60953,60675,60310,59894,59465,59775,60813,61875,62977,64121,65338,66708,68266,69946,71680,73436,75124,76612,77901,79093,80264,81481,82832,84308,85805,87289,88826,90531,92400,94302,96224,98164,100083,101998,103966,105996,107995,109871,111618,113311,114985,116707,118513,120362,122261,124241,126463,128874,..
"Korea, Dem. People's Rep.",PRK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Land area (sq. km),AG.LND.TOTL.K2,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,16128122,16437002,16723252,16987170,17231389,17472094,17719172,17973650,18235202,18502087,18771363,19045154,19325487,19613038,19903893,20197464,20494965,20799523,21115534,21439991,21773017,22105225,22385536,22614347,22827373,23023636,23204498,23367059,23512522,23638411,23781707,23948930,24100982,24235761,24356506,24469047,24581509,24686435,24783789,24887770,25001819,25126131,25258015,25389611,25516321,25638149,25755441,25867467,25971909,..
"Korea, Rep.",KOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,86803296623,95059883350,1.02513E+11,1.16066E+11,1.30384E+11,1.44665E+11,1.57209E+11,1.54622E+11,1.65826E+11,1.79653E+11,2.03684E+11,2.25176E+11,2.42827E+11,2.70332E+11,3.04729E+11,3.41259E+11,3.65396E+11,4.01488E+11,4.4476E+11,4.72329E+11,5.04814E+11,5.51603E+11,6.04638E+11,6.52348E+11,6.92601E+11,6.57075E+11,7.32421E+11,7.98784E+11,8.37545E+11,9.02246E+11,9.30642E+11,9.79011E+11,1.02119E+12,1.07495E+12,1.13729E+12,1.17156E+12,1.18085E+12,1.2612E+12,1.30769E+12,1.3391E+12,1.38148E+12,1.42572E+12,1.46577E+12,1.50897E+12,1.55665E+12,1.6019E+12,1.63785E+12,1.62623E+12,1.69364E+12,..
"Korea, Rep.",KOR,Land area (sq. km),AG.LND.TOTL.K2,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96740,96790,96800,96820,96850,96880,96920,96990,97060,97200,97190,97310,97426,97430,97445,97489,97510,97520,97600,97600,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51744876,..
Kosovo,XKX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4580630980,4811260428,5048933039,5368019863,5459930840,5751540732,5944148576,6295820482,6646608269,6967353008,7204705016,7547420630,7144367590,7912073583,..
Kosovo,XKX,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1788878,1790133,1786038,..
Kuwait,KWT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36589214722,49026059881,53161979501,55744743301,56082069882,57469161882,59573714042,58507934862,61254637764,61385313861,63235641035,74191861112,81789328825,90466395512,97264739776,1.03092E+11,1.05649E+11,98173098011,95846136293,1.05075E+11,1.12037E+11,1.13324E+11,1.13892E+11,1.14567E+11,1.17919E+11,1.12363E+11,1.15098E+11,1.14462E+11,1.04327E+11,..,..
Kuwait,KWT,Land area (sq. km),AG.LND.TOTL.K2,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,..,..
Kuwait,KWT,"Population, total",SP.POP.TOTL,970527,1030426,1095998,1168791,1247225,1329074,1412266,1493870,1573026,1652921,1736028,1813986,1888975,1968093,2048477,2129153,2210013,1674938,1339500,1620633,1653645,1641106,1655222,1703318,1761468,1819544,1877427,1934901,1991674,2047364,2101506,2153481,2235403,2363409,2506769,2650930,2795550,2943356,3143825,3394663,3646518,3761584,3908743,4048085,4124904,4317185,4441100,4360444,4250114,..
Kyrgyz Republic,KGZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,4159487563,4296749337,4863921541,4999612838,5284730591,4864915544,4191716421,3543705221,2831946399,2678346670,2868094204,3152473026,3219363311,3337056453,3518703669,3705955758,3705313715,3965808134,4244478032,4237028319,4368499017,4741694418,5140073377,5288431036,5263492562,5577000617,5572084480,6180303659,6429001466,6678178340,6967734531,7298000774,7572253084,7920624103,7255421236,7517386397,..
Kyrgyz Republic,KGZ,Land area (sq. km),AG.LND.TOTL.K2,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,..,..
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456200,6579900,6691800,..
Lao PDR,LAO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,2109468110,2216417383,2324692326,2291547040,2245482337,2564130576,2736044728,2853600631,3012256768,3190358153,3450660066,3693284751,3949167474,4220557868,4388013063,4708617800,4981660297,5268176149,5579985992,5918523870,6294805595,6742213206,7323342511,7879684304,8496261938,9133632385,9912448589,10709275903,11568812929,12497360587,13448655106,14426381187,15439522315,16503696158,17534840493,18491845636,18584865506,19054756139,..
Lao PDR,LAO,Land area (sq. km),AG.LND.TOTL.K2,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,..,..
Lao PDR,LAO,"Population, total",SP.POP.TOTL,2877561,2946882,3012720,3072017,3125742,3177945,3233700,3297519,3370993,3453691,3543861,3639956,3741604,3848390,3959697,4074961,4193532,4314443,4437225,4561106,4685296,4807950,4927432,5043914,5150538,5246922,5340056,5430853,5519707,5606101,5689065,5768167,5852970,5946593,6041348,6135861,6229930,6323418,6416327,6508803,6600742,6691454,6787419,6891363,6997917,7105006,7212053,7319399,7425057,..
Latvia,LVA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12350288664,12669916028,13789545457,14663242478,15067386986,15922572894,16929438090,18129418443,19656434377,21284802095,23566610772,26387966693,29011437660,28068821027,24066167842,22993883547,23585679970,25246641848,25753586055,26243463734,27263090547,27908848130,28833322008,29984306272,30754814156,30077290109,31300856487,..
Latvia,LVA,Land area (sq. km),AG.LND.TOTL.K2,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62230,..,..
Latvia,LVA,"Population, total",SP.POP.TOTL,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,..
Lebanon,LBN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13590690652,7821290497,9896526026,14790098776,17221346343,19075339625,20621442060,21951290517,24428699054,24686413687,25591349425,25456845225,25798443406,26789018312,27706046546,28600147894,30510478933,31329923063,31815384921,34777595316,37931620044,41812842420,45147473284,45539055324,46707037070,48494923364,49699566408,49929337837,50705514064,51102038283,50232192261,46636950152,36656689492,34090266919,..
Lebanon,LBN,Land area (sq. km),AG.LND.TOTL.K2,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,..,..
Lebanon,LBN,"Population, total",SP.POP.TOTL,2569841,2632880,2691586,3070419,3457617,3183405,2902164,2963702,3027222,3070133,3106990,3163558,3226750,3308010,3390870,3457148,3525502,3593700,3666734,3745407,3818796,3888144,3959640,4034243,4107551,4178784,4250020,4320642,4389200,4446666,4504807,4574797,4643044,4719864,4809608,4887613,4951135,4995800,5045056,5178337,5678851,6274342,6398940,6258619,6109252,5950839,5781907,5662923,5592631,..
Lesotho,LSO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,421103764.8,467341332.8,404187173.2,448846336,546735390.4,646880227.8,665600416.2,647331154.1,651827763.2,680881055.7,694404479.3,732839057.7,751967984.3,787196601.8,792940997.6,861149140.5,911054837.9,966132415.2,1033439065,1105328858,1144123319,1212540442,1252444403,1322544164,1371525957,1392615304,1399244502,1453472878,1505239509,1516134974,1585267345,1612096000,1667973222,1738530072,1811338223,1911360831,1887363416,1986757271,2078431262,2210096177,2249712846,2288195174,2359759799,2444838580,2368115269,2369809388,2391789449,2191922057,2221460907,..
Lesotho,LSO,Land area (sq. km),AG.LND.TOTL.K2,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,..,..
Lesotho,LSO,"Population, total",SP.POP.TOTL,1135631,1175369,1216180,1256478,1294435,1331213,1368917,1407672,1447501,1488399,1530331,1573267,1616697,1659793,1698939,1733733,1767091,1798997,1829509,1858507,1885478,1910642,1934079,1955098,1972579,1985639,1994243,1998630,1999473,1997534,1993030,1985384,1977424,1976780,1983465,1995014,2009169,2022747,2037677,2054718,2073939,2095242,2118521,2143872,2170617,2198017,2225702,2254100,2281454,..
Liberia,LBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2210291804,2274838397,2360440967,1648882905,1692081112,1781443511,1924741223,2108270598,2258921103,2378656131,2523749999,2730716886,2949005327,3205193908,3227674917,3227075700,3176896008,3254893759,3292571599,3211334058,3115556300,3270920146,..
Liberia,LBR,Land area (sq. km),AG.LND.TOTL.K2,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,..,..
Liberia,LBR,"Population, total",SP.POP.TOTL,1582697,1626283,1671632,1718482,1768092,1820861,1875566,1932169,1989690,2047602,2109151,2174194,2239724,2305860,2372449,2439639,2507600,2209731,1939236,2052626,2132771,2125198,2142422,2203966,2383300,2639224,2789743,2895224,2981648,3060599,3085173,3122447,3266318,3455397,3632740,3783887,3905066,4019956,4181150,4331740,4427313,4519398,4612329,4706097,4796631,4889391,4985289,5087584,5193416,..
Libya,LBY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55536738596,57580085385,56565041258,56022640586,63314568352,66139435824,73990687216,78800470647,83709726403,83574076266,79896665003,83913268235,41672575001,77855516866,63843110857,49131866787,48717854040,47991499523,63584802614,68634305688,60950218438,46364963765,60910775962,..
Libya,LBY,Land area (sq. km),AG.LND.TOTL.K2,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,..,..
Libya,LBY,"Population, total",SP.POP.TOTL,2084256,2179446,2291841,2413760,2541805,2676117,2816917,2962720,3112015,3265457,3423592,3564547,3684313,3800110,3911939,4021565,4130042,4236983,4341971,4444820,4544970,4641296,4733063,4820066,4902346,4980962,5057998,5154790,5275916,5405326,5542641,5687563,5837986,5973369,6097177,6228370,6360191,6491988,6188132,5869870,5985221,6097764,6192235,6282196,6378261,6477793,6569088,6653942,6735277,..
Liechtenstein,LIE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6268391521,..,..,..,..,..,..,..
Liechtenstein,LIE,Land area (sq. km),AG.LND.TOTL.K2,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,22251,22638,23030,23416,23803,24205,24616,25003,25346,25689,26055,26420,26785,27159,27542,27944,28357,28765,29168,29581,30012,30447,30890,31337,31770,32190,32615,33026,33376,33693,34000,34300,34603,34889,35150,35401,35675,35926,36189,36505,36806,37096,37355,37609,37889,38181,38482,38756,39039,..
Lithuania,LTU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17913320836,18837373099,20402932402,21928206401,21677880322,22478991900,23945995391,25562688814,28263631520,30120407999,32449428669,34855268684,38726810731,39739293391,33842535274,34401356974,36478857729,37881055682,39225860753,40613283323,41435533340,42479223269,44298437190,46067411257,48198076541,48187587207,51069702272,..
Lithuania,LTU,Land area (sq. km),AG.LND.TOTL.K2,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62675,62675,62675,62674,62674,62675,62650,62650,62642,62641,62630,62620,62620,..,..
